ticket_id,customer_id,created_date,category,priority,status
TK-04191,C-0474,2024-10-31,Technical,Low,Closed
TK-04192,C-0474,2024-11-04,Technical,High,Open
TK-04193,C-0474,2024-11-15,Account,Low,Resolved
TK-04194,C-0474,2024-11-19,Account,Low,Closed
TK-04195,C-0474,2024-11-24,Onboarding,Low,Resolved
TK-04196,C-0474,2024-11-26,Billing,Critical,Resolved
TK-04197,C-0474,2024-11-29,Billing,Critical,Closed
TK-04198,C-0474,2024-12-02,Technical,High,Resolved
TK-04199,C-0474,2024-12-14,Technical,High,Closed
TK-04200,C-0474,2024-12-15,Technical,Medium,Resolved
TK-04201,C-0474,2024-12-26,Technical,Medium,In Progress
TK-04202,C-0475,2024-06-27,Billing,Low,Resolved
TK-04203,C-0475,2024-08-02,Feature Request,Medium,Closed
TK-04204,C-0476,2024-10-29,Technical,High,Closed
TK-04205,C-0476,2024-11-15,Billing,Low,Closed
TK-04206,C-0476,2024-12-01,Billing,Medium,Closed
TK-04207,C-0476,2024-12-04,Feature Request,Medium,In Progress
TK-04208,C-0476,2024-12-09,Billing,Low,Resolved
TK-04209,C-0476,2024-12-25,Feature Request,Low,Closed
TK-04210,C-0476,2024-12-26,Technical,High,Resolved
TK-04211,C-0477,2024-10-05,Billing,Medium,Closed
TK-04212,C-0477,2024-10-13,Billing,High,Closed
TK-04213,C-0477,2024-10-19,Account,Medium,Resolved
TK-04214,C-0477,2024-10-21,Billing,High,Closed
TK-04215,C-0477,2024-10-26,Technical,High,Closed
TK-04216,C-0477,2024-11-04,Billing,High,Resolved
TK-04217,C-0477,2024-11-09,Technical,Medium,Resolved
TK-04218,C-0477,2024-11-26,Onboarding,High,In Progress
TK-04219,C-0477,2024-12-15,Feature Request,High,Resolved
TK-04220,C-0477,2024-12-30,Technical,Critical,Closed
TK-04221,C-0478,2024-04-03,Feature Request,Low,Open
TK-04222,C-0478,2024-06-12,Technical,Low,Open
TK-04223,C-0478,2024-10-05,Technical,Medium,Closed
TK-04224,C-0478,2024-10-08,Technical,High,Open
TK-04225,C-0478,2024-11-06,Feature Request,High,Closed
TK-04226,C-0478,2024-11-10,Billing,Medium,Resolved
TK-04227,C-0478,2024-11-18,Account,Medium,Closed
TK-04228,C-0478,2024-12-03,Onboarding,Low,Closed
TK-04229,C-0478,2024-12-12,Billing,Critical,Closed
TK-04230,C-0478,2024-12-18,Account,High,In Progress
TK-04231,C-0478,2024-12-28,Technical,Medium,Closed
TK-04232,C-0479,2024-02-21,Onboarding,Medium,Closed
TK-04233,C-0479,2024-10-11,Technical,Low,Closed
TK-04234,C-0479,2024-10-11,Feature Request,Medium,Resolved
TK-04235,C-0479,2024-10-14,Account,Medium,Resolved
TK-04236,C-0479,2024-10-30,Billing,Medium,In Progress
TK-04237,C-0479,2024-12-19,Billing,Medium,In Progress
TK-04238,C-0480,2024-04-03,Technical,Medium,Open
TK-04239,C-0480,2024-08-11,Billing,Medium,Resolved
TK-04240,C-0481,2024-05-11,Technical,High,Closed
TK-04241,C-0481,2024-11-04,Billing,Low,Resolved
TK-04242,C-0481,2024-11-08,Technical,Medium,Resolved
TK-04243,C-0481,2024-11-12,Feature Request,Low,Closed
TK-04244,C-0481,2024-11-26,Technical,High,Resolved
TK-04245,C-0482,2024-10-05,Feature Request,Medium,Closed
TK-04246,C-0482,2024-10-08,Billing,Medium,Resolved
TK-04247,C-0482,2024-10-16,Technical,High,Closed
TK-04248,C-0482,2024-10-26,Billing,Medium,Resolved
TK-04249,C-0482,2024-11-05,Account,High,In Progress
TK-04250,C-0482,2024-12-10,Billing,Medium,Resolved
TK-04251,C-0482,2024-12-10,Technical,Low,Closed
TK-04252,C-0482,2024-12-14,Account,Medium,Closed
TK-04253,C-0482,2024-12-25,Technical,Medium,Open
TK-04254,C-0483,2024-10-27,Technical,Low,Resolved
TK-04255,C-0483,2024-11-09,Billing,Low,Open
TK-04256,C-0483,2024-11-19,Technical,Medium,Resolved
TK-04257,C-0483,2024-11-23,Feature Request,Medium,Resolved
TK-04258,C-0483,2024-11-24,Billing,Medium,Resolved
TK-04259,C-0483,2024-11-25,Technical,Critical,Closed
TK-04260,C-0483,2024-11-28,Billing,High,Resolved
TK-04261,C-0483,2024-11-30,Technical,Low,Resolved
TK-04262,C-0483,2024-12-01,Feature Request,Critical,Resolved
TK-04263,C-0483,2024-12-18,Billing,Low,Resolved
TK-04264,C-0483,2024-12-25,Billing,High,Closed
TK-04265,C-0483,2024-12-28,Account,Low,Resolved
TK-04266,C-0483,2024-12-30,Billing,Low,Closed
TK-04267,C-0484,2024-05-24,Technical,Medium,Resolved
TK-04268,C-0484,2024-06-09,Billing,Medium,In Progress
TK-04269,C-0484,2024-10-05,Feature Request,Medium,Open
TK-04270,C-0484,2024-10-14,Technical,Low,Closed
TK-04271,C-0484,2024-11-26,Onboarding,Medium,Open
TK-04272,C-0484,2024-11-27,Technical,High,Resolved
TK-04273,C-0484,2024-12-05,Feature Request,Low,Resolved
TK-04274,C-0484,2024-12-28,Billing,Low,Closed
TK-04275,C-0484,2024-12-30,Technical,High,Open
TK-04276,C-0485,2024-08-08,Billing,Medium,Resolved
TK-04277,C-0485,2024-10-02,Billing,Low,Closed
TK-04278,C-0485,2024-11-22,Billing,High,In Progress
TK-04279,C-0485,2024-12-15,Technical,Medium,Resolved
TK-04280,C-0485,2024-10-30,Technical,Medium,Resolved
TK-04281,C-0485,2024-12-25,Billing,Medium,Closed
TK-04282,C-0486,2024-05-18,Feature Request,Low,Resolved
TK-04283,C-0486,2024-06-20,Billing,Medium,Resolved
TK-04284,C-0486,2024-12-11,Technical,Medium,Resolved
TK-04285,C-0487,2024-03-12,Technical,High,Resolved
TK-04286,C-0487,2024-10-23,Billing,High,Resolved
TK-04287,C-0487,2024-11-10,Technical,High,Resolved
TK-04288,C-0487,2024-12-01,Technical,Low,In Progress
TK-04289,C-0487,2024-12-23,Technical,Medium,Closed
TK-04290,C-0488,2024-10-16,Billing,Critical,Closed
TK-04291,C-0488,2024-10-19,Billing,Low,Closed
TK-04292,C-0488,2024-10-21,Account,Medium,In Progress
TK-04293,C-0488,2024-11-01,Account,Medium,Closed
TK-04294,C-0488,2024-11-29,Billing,Medium,Closed
TK-04295,C-0488,2024-12-03,Billing,Medium,Open
TK-04296,C-0488,2024-12-24,Account,Medium,In Progress
TK-04297,C-0488,2024-12-25,Feature Request,Medium,In Progress
TK-04298,C-0488,2024-11-29,Billing,Medium,Resolved
TK-04299,C-0489,2024-03-09,Account,Medium,Resolved
TK-04300,C-0489,2024-11-06,Onboarding,Low,Closed
TK-04301,C-0489,2024-12-04,Billing,Medium,Closed
TK-04302,C-0489,2024-12-09,Billing,Low,Closed
TK-04303,C-0490,2024-05-09,Technical,High,In Progress
TK-04304,C-0490,2024-11-23,Feature Request,High,Resolved
TK-04305,C-0490,2024-12-16,Billing,Low,Resolved
TK-04306,C-0490,2024-12-18,Account,High,In Progress
TK-04307,C-0492,2024-04-12,Account,Medium,In Progress
TK-04308,C-0492,2024-08-19,Technical,Low,In Progress
TK-04309,C-0492,2024-10-22,Account,Critical,Open
TK-04310,C-0492,2024-11-09,Onboarding,Medium,Open
TK-04311,C-0492,2024-11-13,Account,Low,Resolved
TK-04312,C-0492,2024-12-22,Onboarding,Medium,Closed
TK-04313,C-0492,2024-12-30,Billing,Medium,In Progress
TK-04314,C-0492,2024-12-14,Onboarding,Medium,Resolved
TK-04315,C-0493,2024-09-15,Technical,Critical,In Progress
TK-04316,C-0493,2024-10-06,Billing,Medium,Resolved
TK-04317,C-0493,2024-10-16,Technical,Medium,Open
TK-04318,C-0493,2024-10-26,Technical,High,Closed
TK-04319,C-0493,2024-11-01,Billing,Medium,Closed
TK-04320,C-0493,2024-11-14,Technical,Medium,Resolved
TK-04321,C-0493,2024-11-14,Billing,High,Resolved
TK-04322,C-0493,2024-11-19,Feature Request,High,In Progress
TK-04323,C-0493,2024-11-27,Technical,High,Open
TK-04324,C-0493,2024-11-29,Account,High,Closed
TK-04325,C-0493,2024-12-01,Feature Request,Low,Open
TK-04326,C-0493,2024-12-08,Technical,Medium,Closed
TK-04327,C-0493,2024-12-20,Technical,High,In Progress
TK-04328,C-0494,2024-10-04,Billing,Medium,Closed
TK-04329,C-0494,2024-10-14,Billing,Low,Resolved
TK-04330,C-0494,2024-11-22,Technical,Medium,Closed
TK-04331,C-0494,2024-11-25,Technical,Medium,Open
TK-04332,C-0494,2024-11-28,Billing,High,Closed
TK-04333,C-0495,2024-06-19,Billing,Medium,In Progress
TK-04334,C-0495,2024-07-30,Feature Request,Medium,In Progress
TK-04335,C-0495,2024-09-12,Feature Request,Medium,In Progress
TK-04336,C-0495,2024-10-04,Billing,Medium,Closed
TK-04337,C-0495,2024-10-10,Technical,Low,Open
TK-04338,C-0495,2024-10-13,Technical,Medium,Resolved
TK-04339,C-0495,2024-10-25,Onboarding,Medium,Open
TK-04340,C-0495,2024-11-14,Billing,Medium,Closed
TK-04341,C-0495,2024-11-20,Feature Request,Low,Closed
TK-04342,C-0495,2024-12-01,Technical,Medium,Open
TK-04343,C-0495,2024-12-06,Billing,Medium,Open
TK-04344,C-0495,2024-12-12,Technical,Medium,In Progress
TK-04345,C-0495,2024-12-13,Technical,High,In Progress
TK-04346,C-0495,2024-12-21,Billing,High,Resolved
TK-04347,C-0495,2024-12-23,Technical,Low,Closed
TK-04348,C-0496,2024-05-22,Billing,High,Resolved
TK-04349,C-0496,2024-08-04,Feature Request,Low,Closed
TK-04350,C-0496,2024-10-04,Billing,Medium,Closed
TK-04351,C-0496,2024-10-05,Billing,Critical,Resolved
TK-04352,C-0496,2024-10-16,Billing,Low,In Progress
TK-04353,C-0496,2024-11-06,Billing,Critical,Closed
TK-04354,C-0496,2024-11-13,Technical,Medium,Open
TK-04355,C-0496,2024-11-19,Account,Medium,Closed
TK-04356,C-0496,2024-11-20,Account,Low,Closed
TK-04357,C-0496,2024-11-29,Feature Request,Low,Closed
TK-04358,C-0496,2024-12-05,Feature Request,Medium,Closed
TK-04359,C-0496,2024-12-13,Technical,Low,Resolved
TK-04360,C-0496,2024-12-13,Billing,High,Resolved
TK-04361,C-0496,2024-12-28,Technical,High,Closed
TK-04362,C-0496,2024-12-30,Technical,High,Resolved
TK-04363,C-0497,2024-04-09,Feature Request,Low,Open
TK-04364,C-0497,2024-07-31,Technical,Medium,Closed
TK-04365,C-0497,2024-10-13,Billing,High,Open
TK-04366,C-0497,2024-10-14,Feature Request,Low,Closed
TK-04367,C-0497,2024-10-15,Technical,Low,Resolved
TK-04368,C-0497,2024-10-23,Billing,Medium,Closed
TK-04369,C-0497,2024-10-30,Billing,Critical,In Progress
TK-04370,C-0497,2024-11-04,Account,Critical,Closed
TK-04371,C-0497,2024-11-17,Technical,Low,Resolved
TK-04372,C-0497,2024-11-20,Technical,Low,Resolved
TK-04373,C-0497,2024-11-22,Billing,Medium,Closed
TK-04374,C-0497,2024-12-10,Billing,Low,Closed
TK-04375,C-0497,2024-12-12,Technical,Low,Resolved
TK-04376,C-0497,2024-12-22,Technical,Low,Closed
TK-04377,C-0497,2024-12-25,Onboarding,High,Resolved
TK-04378,C-0497,2024-12-30,Onboarding,Medium,Closed
TK-04379,C-0497,2024-11-27,Technical,Medium,Closed
TK-04380,C-0498,2024-08-11,Billing,Medium,Closed
TK-04381,C-0498,2024-10-11,Billing,Low,Closed
TK-04382,C-0498,2024-10-14,Technical,Low,Closed
TK-04383,C-0498,2024-10-15,Technical,Low,Open
TK-04384,C-0498,2024-11-02,Technical,Low,Open
TK-04385,C-0498,2024-11-09,Technical,High,Resolved
TK-04386,C-0498,2024-11-26,Technical,Medium,Closed
TK-04387,C-0498,2024-11-26,Billing,Medium,Open
TK-04388,C-0498,2024-12-05,Technical,Medium,Resolved
TK-04389,C-0498,2024-12-10,Technical,Medium,Closed
TK-04390,C-0498,2024-12-11,Billing,Low,Resolved
TK-04391,C-0499,2024-01-10,Feature Request,Medium,In Progress
TK-04392,C-0499,2024-10-04,Billing,Low,Open
TK-04393,C-0499,2024-10-22,Technical,Medium,Closed
TK-04394,C-0499,2024-11-07,Technical,Low,Closed
TK-04395,C-0499,2024-11-14,Account,High,Closed
TK-04396,C-0499,2024-11-29,Technical,High,Resolved
TK-04397,C-0499,2024-12-04,Billing,High,Open
TK-04398,C-0499,2024-12-24,Technical,Critical,In Progress
TK-04399,C-0499,2024-12-27,Feature Request,High,In Progress
TK-04400,C-0500,2024-02-29,Billing,High,Closed
TK-04401,C-0500,2024-10-11,Technical,High,Closed
TK-04402,C-0500,2024-10-13,Technical,Medium,Open
TK-04403,C-0500,2024-10-13,Billing,High,Closed
TK-04404,C-0500,2024-11-17,Technical,High,In Progress
TK-04405,C-0500,2024-11-28,Account,Medium,Open
TK-04406,C-0500,2024-12-09,Technical,Medium,Resolved
TK-04407,C-0500,2024-12-28,Technical,Low,Closed
TK-04408,C-0501,2024-06-20,Billing,Medium,Closed
TK-04409,C-0501,2024-12-25,Account,Low,Resolved
TK-04410,C-0502,2024-02-13,Technical,High,Open
TK-04411,C-0502,2024-05-23,Billing,Medium,Closed
TK-04412,C-0502,2024-10-08,Account,Medium,Open
TK-04413,C-0502,2024-10-15,Billing,Medium,Closed
TK-04414,C-0502,2024-10-26,Technical,Medium,Resolved
TK-04415,C-0502,2024-11-03,Technical,Critical,Resolved
TK-04416,C-0502,2024-11-25,Billing,High,Closed
TK-04417,C-0502,2024-12-28,Technical,Medium,Closed
TK-04418,C-0503,2024-06-12,Technical,High,Resolved
TK-04419,C-0503,2024-10-31,Billing,Medium,Closed
TK-04420,C-0503,2024-10-31,Feature Request,Medium,Closed
TK-04421,C-0503,2024-11-04,Technical,Low,Resolved
TK-04422,C-0503,2024-12-02,Account,Medium,Resolved
TK-04423,C-0503,2024-12-08,Account,High,Closed
TK-04424,C-0503,2024-12-11,Account,Medium,Resolved
TK-04425,C-0503,2024-12-15,Account,Low,Closed
TK-04426,C-0503,2024-12-18,Technical,Medium,In Progress
TK-04427,C-0503,2024-12-24,Feature Request,Critical,Resolved
TK-04428,C-0504,2024-04-29,Technical,Medium,Closed
TK-04429,C-0504,2024-09-25,Technical,High,Resolved
TK-04430,C-0504,2024-10-04,Onboarding,High,Resolved
TK-04431,C-0504,2024-10-07,Feature Request,Low,Closed
TK-04432,C-0504,2024-10-10,Account,Medium,In Progress
TK-04433,C-0504,2024-10-11,Technical,Critical,In Progress
TK-04434,C-0504,2024-10-13,Onboarding,High,Closed
TK-04435,C-0504,2024-10-15,Technical,Low,In Progress
TK-04436,C-0504,2024-10-19,Feature Request,High,Open
TK-04437,C-0504,2024-10-25,Billing,Medium,In Progress
TK-04438,C-0504,2024-11-17,Technical,Medium,Closed
TK-04439,C-0504,2024-11-22,Billing,Medium,Closed
TK-04440,C-0504,2024-11-22,Onboarding,Medium,Closed
TK-04441,C-0504,2024-12-05,Account,Medium,Resolved
TK-04442,C-0504,2024-12-06,Billing,Medium,Closed
TK-04443,C-0505,2024-10-07,Technical,Medium,In Progress
TK-04444,C-0505,2024-10-10,Technical,Medium,Open
TK-04445,C-0505,2024-11-06,Technical,High,Resolved
TK-04446,C-0505,2024-11-11,Account,Low,In Progress
TK-04447,C-0505,2024-11-13,Feature Request,Critical,Closed
TK-04448,C-0505,2024-11-14,Billing,Medium,Open
TK-04449,C-0505,2024-11-21,Billing,Medium,Resolved
TK-04450,C-0505,2024-11-25,Technical,High,Resolved
TK-04451,C-0505,2024-11-29,Billing,Low,Resolved
TK-04452,C-0505,2024-11-30,Onboarding,Medium,In Progress
TK-04453,C-0505,2024-12-22,Technical,High,Resolved
TK-04454,C-0506,2024-03-08,Billing,High,Closed
TK-04455,C-0506,2024-10-06,Billing,High,In Progress
TK-04456,C-0506,2024-10-09,Technical,High,In Progress
TK-04457,C-0506,2024-10-16,Technical,Low,Resolved
TK-04458,C-0506,2024-11-18,Account,Critical,In Progress
TK-04459,C-0506,2024-11-21,Billing,High,In Progress
TK-04460,C-0506,2024-11-23,Billing,High,In Progress
TK-04461,C-0506,2024-11-24,Technical,Low,Closed
TK-04462,C-0506,2024-12-03,Account,Medium,In Progress
TK-04463,C-0506,2024-12-17,Onboarding,Low,Resolved
TK-04464,C-0506,2024-12-21,Account,High,Resolved
TK-04465,C-0506,2024-12-25,Onboarding,Low,In Progress
TK-04466,C-0508,2024-04-11,Technical,Low,Resolved
TK-04467,C-0508,2024-04-11,Technical,Low,Resolved
TK-04468,C-0508,2024-05-16,Account,High,Resolved
TK-04469,C-0508,2024-10-04,Technical,Medium,Resolved
TK-04470,C-0508,2024-10-21,Billing,Medium,Resolved
TK-04471,C-0508,2024-11-13,Technical,Medium,Resolved
TK-04472,C-0508,2024-11-26,Account,High,Closed
TK-04473,C-0508,2024-12-11,Onboarding,Medium,Open
TK-04474,C-0508,2024-12-24,Feature Request,Medium,Resolved
TK-04475,C-0508,2024-12-27,Technical,Low,In Progress
TK-04476,C-0509,2024-02-09,Technical,Critical,Resolved
TK-04477,C-0509,2024-10-04,Billing,Medium,Open
TK-04478,C-0509,2024-10-16,Onboarding,High,Resolved
TK-04479,C-0509,2024-11-16,Technical,Medium,Resolved
TK-04480,C-0509,2024-12-04,Feature Request,Critical,Closed
TK-04481,C-0509,2024-11-16,Feature Request,High,Open
TK-04482,C-0510,2024-06-13,Billing,Medium,In Progress
TK-04483,C-0510,2024-10-10,Technical,Medium,Resolved
TK-04484,C-0510,2024-10-12,Billing,Medium,Closed
TK-04485,C-0510,2024-10-16,Technical,Low,Resolved
TK-04486,C-0510,2024-10-19,Billing,Low,Closed
TK-04487,C-0510,2024-10-21,Billing,Medium,Closed
TK-04488,C-0510,2024-12-14,Billing,Medium,Resolved
TK-04489,C-0511,2024-10-15,Account,Medium,Open
TK-04490,C-0511,2024-12-11,Technical,High,Resolved
TK-04491,C-0511,2024-12-15,Billing,High,Closed
TK-04492,C-0511,2024-12-28,Technical,Low,Closed
TK-04493,C-0512,2024-10-03,Account,Low,Resolved
TK-04494,C-0512,2024-10-15,Technical,Medium,Closed
TK-04495,C-0512,2024-10-24,Technical,Medium,Open
TK-04496,C-0512,2024-10-30,Technical,Medium,Closed
TK-04497,C-0512,2024-11-06,Account,Medium,Closed
TK-04498,C-0512,2024-11-17,Technical,High,Resolved
TK-04499,C-0512,2024-11-24,Account,Medium,Resolved
TK-04500,C-0512,2024-11-26,Feature Request,High,Resolved
TK-04501,C-0512,2024-12-06,Billing,High,Resolved
TK-04502,C-0512,2024-12-30,Onboarding,Low,Closed
TK-04503,C-0513,2024-05-17,Technical,High,Closed
TK-04504,C-0513,2024-07-08,Technical,Medium,In Progress
TK-04505,C-0513,2024-10-10,Technical,Medium,Resolved
TK-04506,C-0513,2024-10-23,Technical,Medium,Closed
TK-04507,C-0513,2024-11-13,Billing,High,Resolved
TK-04508,C-0513,2024-11-24,Onboarding,High,Resolved
TK-04509,C-0513,2024-12-03,Technical,Medium,Resolved
TK-04510,C-0513,2024-12-26,Feature Request,High,Closed
TK-04511,C-0513,2024-12-29,Billing,Medium,Resolved
TK-04512,C-0514,2024-07-10,Onboarding,Low,In Progress
TK-04513,C-0514,2024-08-08,Technical,Medium,Open
TK-04514,C-0514,2024-10-13,Technical,Critical,Resolved
TK-04515,C-0514,2024-10-16,Account,High,Closed
TK-04516,C-0514,2024-11-02,Onboarding,Critical,Resolved
TK-04517,C-0514,2024-12-11,Technical,High,Closed
TK-04518,C-0514,2024-12-14,Account,Medium,In Progress
TK-04519,C-0514,2024-10-27,Billing,Medium,Closed
TK-04520,C-0515,2024-03-07,Account,Medium,In Progress
TK-04521,C-0515,2024-10-05,Technical,Medium,In Progress
TK-04522,C-0515,2024-10-12,Technical,High,Closed
TK-04523,C-0515,2024-10-26,Billing,Low,Resolved
TK-04524,C-0515,2024-11-03,Feature Request,Low,Closed
TK-04525,C-0515,2024-11-16,Onboarding,High,Resolved
TK-04526,C-0515,2024-11-19,Account,Critical,Closed
TK-04527,C-0515,2024-11-28,Billing,Medium,In Progress
TK-04528,C-0515,2024-11-29,Onboarding,Critical,Closed
TK-04529,C-0515,2024-12-09,Technical,Low,Closed
TK-04530,C-0515,2024-12-14,Account,Low,Open
TK-04531,C-0515,2024-12-14,Feature Request,High,Closed
TK-04532,C-0516,2024-08-10,Billing,Low,Resolved
TK-04533,C-0516,2024-10-07,Billing,Medium,Closed
TK-04534,C-0516,2024-10-11,Billing,High,Closed
TK-04535,C-0516,2024-10-14,Technical,Low,Resolved
TK-04536,C-0516,2024-10-15,Billing,Medium,Closed
TK-04537,C-0516,2024-10-22,Technical,High,Closed
TK-04538,C-0516,2024-10-23,Onboarding,Low,Closed
TK-04539,C-0516,2024-11-22,Billing,Medium,Closed
TK-04540,C-0516,2024-12-16,Feature Request,High,Resolved
TK-04541,C-0516,2024-12-24,Feature Request,Medium,Resolved
TK-04542,C-0517,2024-01-10,Account,High,In Progress
TK-04543,C-0517,2024-11-15,Onboarding,Medium,Resolved
TK-04544,C-0517,2024-11-24,Billing,Critical,Resolved
TK-04545,C-0517,2024-12-06,Technical,High,Resolved
TK-04546,C-0517,2024-12-07,Account,Medium,Resolved
TK-04547,C-0517,2024-12-10,Technical,Medium,Closed
TK-04548,C-0517,2024-12-27,Feature Request,Medium,Closed
TK-04549,C-0518,2024-10-10,Technical,Critical,Closed
TK-04550,C-0518,2024-10-11,Technical,High,In Progress
TK-04551,C-0518,2024-10-24,Technical,Medium,Resolved
TK-04552,C-0518,2024-11-02,Feature Request,Medium,Resolved
TK-04553,C-0518,2024-11-11,Technical,Medium,In Progress
TK-04554,C-0518,2024-12-03,Billing,Critical,Closed
TK-04555,C-0518,2024-12-17,Billing,Low,Open
TK-04556,C-0518,2024-12-20,Billing,High,Closed
TK-04557,C-0518,2024-12-27,Account,Low,In Progress
TK-04558,C-0518,2024-12-27,Billing,Low,Closed
TK-04559,C-0518,2024-12-28,Technical,Medium,Resolved
TK-04560,C-0518,2024-12-30,Account,Low,Resolved
TK-04561,C-0519,2024-10-19,Billing,Low,Closed
TK-04562,C-0521,2024-05-15,Billing,High,Resolved
TK-04563,C-0522,2024-10-20,Technical,Medium,Resolved
TK-04564,C-0522,2024-11-03,Technical,Low,Closed
TK-04565,C-0522,2024-11-13,Account,Low,Resolved
TK-04566,C-0522,2024-11-22,Technical,Medium,Resolved
TK-04567,C-0522,2024-12-29,Billing,Low,Resolved
TK-04568,C-0523,2024-01-06,Technical,Medium,Closed
TK-04569,C-0523,2024-08-08,Onboarding,Medium,Closed
TK-04570,C-0523,2024-10-17,Feature Request,High,Closed
TK-04571,C-0523,2024-10-18,Account,Low,In Progress
TK-04572,C-0523,2024-10-25,Billing,High,Closed
TK-04573,C-0523,2024-11-18,Technical,Low,Resolved
TK-04574,C-0523,2024-12-11,Technical,Medium,Resolved
TK-04575,C-0523,2024-12-13,Billing,Medium,Closed
TK-04576,C-0524,2024-03-02,Feature Request,Critical,Closed
TK-04577,C-0524,2024-07-21,Account,Medium,Resolved
TK-04578,C-0524,2024-10-04,Billing,Critical,In Progress
TK-04579,C-0524,2024-10-04,Technical,High,In Progress
TK-04580,C-0524,2024-10-08,Billing,Medium,Resolved
TK-04581,C-0524,2024-10-11,Technical,High,Closed
TK-04582,C-0524,2024-10-21,Billing,Low,Closed
TK-04583,C-0524,2024-10-23,Billing,Medium,In Progress
TK-04584,C-0524,2024-10-25,Technical,Medium,In Progress
TK-04585,C-0524,2024-11-03,Technical,High,Resolved
TK-04586,C-0524,2024-11-09,Feature Request,Low,In Progress
TK-04587,C-0524,2024-11-14,Technical,High,Resolved
TK-04588,C-0524,2024-11-18,Technical,Critical,Closed
